,project_owner,restriction,basic_price,competitors,bidding_month,bidding_quarter,max_target_rate,min_target_rate,mean_target_rate,std_target_rate,count_bidding,target_rate,winner_rate
3666,전라남도 영광군,전남,175689800,252,10,4Q,101.05801,98.49407,99.8275875,0.716711770242841,28,100.12678000000001,100.321
3669,전라남도 장흥군,장흥,22418000,32,10,4Q,101.35777,97.9813,99.80864130434782,0.8289194416462483,23,99.83105,99.9832
3670,전라남도교육청 전라남도무안교육지원청,무안,42130000,41,10,4Q,100.72859,98.11528,99.78399615384615,0.6052877392981094,26,98.37164,98.7525
3671,전라남도교육청,전남,120274000,1072,10,4Q,101.53076,97.97977,99.94301549019607,0.7301553980247004,102,99.97904,99.98
3672,육군상무대근무지원단,전남,61479000,1039,10,4Q,101.49575,97.72463,98.694449,0.7089550756256595,40,98.25265,98.2536
3673,육군상무대근무지원단,전남,25000000,962,10,4Q,101.49575,97.72463,98.694449,0.7089550756256595,40,98.13633,98.1412
3674,육군상무대근무지원단,전남,52896250,1023,10,4Q,101.49575,97.72463,98.694449,0.7089550756256595,40,98.74948,98.7498
3676,한국전력공사 광주전남지역본부,전남,502502000,594,10,4Q,101.16186,93.28509,96.73480639398998,1.6873296281133239,599,99.09665,99.1146
3677,전라남도 순천시,전남,180070000,1006,10,4Q,101.69255,98.03514,99.78414543478262,0.730058952325255,138,101.33402,101.3344
3678,한국수자원공사 전남서남권지사,전남,22616000,23,10,4Q,100.70828,100.70828,100.70828,,1,100.24207,
3679,한국전력공사 광주전남지역본부,해남,50531723,25,10,4Q,101.16186,93.28509,96.72959762541807,1.6839154970941432,598,99.84965,99.8961
3681,전라남도 나주시,전남,154187000,1063,10,4Q,101.34104,98.59103,99.97735564102564,0.6671034151771557,39,100.13701999999999,100.1373
3682,전라남도교육청 전라남도여수교육지원청,여수,22770000,100,10,4Q,101.55138000000001,98.37961,99.98012226190474,0.7640094911782745,84,100.56291,100.5756
3683,전라남도교육청 전라남도신안교육지원청,목포,25421000,73,10,4Q,101.23017,98.09166,99.92407975609757,0.7360958137005257,41,99.98366999999999,100.0118
3684,한전KPS(주) 경영지원본부 총무처,광주/전남,125552900,1262,10,4Q,0.0,0.0,0.0,0.0,0,96.09302,96.0931
3685,한국전력공사 광주전남지역본부,전남,408675726,159,10,4Q,100.86272,93.28509,96.6850213220339,1.6488605474077878,590,100.89415,100.9562
3686,전라남도교육청 여양고등학교,여수,47366000,99,10,4Q,101.78482,101.78482,101.78482,,1,100.98134,100.9982
3687,한국남동발전(주) 사업소 여수발전본부,전남,52767000,30,10,4Q,100.57743,94.37656,96.78781428571429,2.3717526437978114,7,95.01049,95.0565
3688,전라남도 영광군,영광,62908000,47,10,4Q,101.05801,98.49407,99.86073076923077,0.7141169695612775,26,99.99686,100.03200000000001
3689,전라남도 영광군,영광,71709000,48,10,4Q,101.05801,98.49407,99.86073076923077,0.7141169695612775,26,98.79659000000001,98.8519
3692,해양수산부 목포지방해양수산청,전남,47000000,1065,10,4Q,100.60003,99.26302,99.93447642857143,0.4228213840492705,14,99.56335,99.5654
3693,해양수산부 목포지방해양수산청,전남,145500000,1045,10,4Q,100.60003,99.26302,99.93201153846152,0.4399817441448785,13,99.96651999999999,99.9672
3694,한국도로공사 광주전남본부,전국/전남,1313840000,1122,10,4Q,101.32475,98.493,100.03726612903226,0.7809650652010744,31,99.06975,99.0782
3695,한국도로공사 광주전남본부,전국/전남,2321550000,1115,10,4Q,101.32475,98.493,100.03081666666665,0.7934757479870955,30,100.23075,100.2307
3696,전라남도 광양시,광양,36294000,88,10,4Q,101.43307,97.76451,99.86824569620254,0.8244764796814439,79,100.10669,100.1144
3697,한국도로공사 광주전남본부,전국/전남,4370190000,1058,10,4Q,101.32475,98.75299999999999,100.08384482758619,0.7514766754940424,29,98.493,98.506
3698,경찰청 전라남도지방경찰청,무안,22869000,41,9,3Q,101.41869,98.80513,99.85837466666668,0.6174536120492322,30,99.61618,99.6499
3703,한국농어촌공사 전남지역본부 고흥지사,전남,169114000,1035,9,3Q,100.9363,99.17362,100.1017975,0.8186411474459784,4,99.70728000000001,99.7077
3704,육군상무대근무지원단,전남,18719700,863,9,3Q,101.49575,97.72463,98.61174603448276,0.636124468044896,58,98.35237,98.3537
3705,전라남도,전남,76010000,1097,9,3Q,101.73653,97.9738,99.71633086419753,0.807860645091711,81,101.23233,101.2611
3706,전라남도 여수시,전남,181060000,1073,9,3Q,101.93328000000001,97.83553,99.91012443037972,0.8126780903520218,158,101.00004,101.0048
3707,한국전력공사 광주전남지역본부,전남,99552172,312,9,3Q,101.4517,93.28509,97.86273540365984,2.057732084729781,929,99.95348,99.9549
3708,전라남도교육청 화원고등학교,해남,17391000,49,9,3Q,100.24325,100.24325,100.24325,,1,99.86645,99.8877
3709,전라남도 여수시,여수,22891000,102,9,3Q,101.93328000000001,97.83553,99.8984978343949,0.8019877255281682,157,101.7355,101.8181
3710,한국전력공사 광주전남지역본부,전남,39739949,748,9,3Q,101.4517,93.28509,97.8602818426724,2.0574815816984664,928,100.13964,100.1427
3711,전라남도 담양군,담양,30030000,54,9,3Q,101.28001,98.38801,100.0488392857143,0.8020971319910438,42,99.38436,99.3975
3712,전라남도 장흥군,장흥,26114000,32,9,3Q,101.65008,97.76826,99.71247255813951,0.932581519209914,43,100.99257,101.0647
3713,전라남도 영암군,영암,39314000,51,9,3Q,101.47525999999999,98.51256,100.01072294117647,0.7415460646791782,51,99.06215999999999,99.1984
3714,한국도로공사 광주전남본부,전남,118800000,984,9,3Q,101.32475,98.493,99.98704545454547,0.7831392742477679,33,99.30799999999999,99.3087
3715,전라남도 영암군 농업기술센터,영암,65769000,52,9,3Q,0.0,0.0,0.0,0.0,0,100.2473,100.2505
3716,전라남도 진도군,진도,59103000,22,9,3Q,100.93734,98.69100999999999,99.92332923076924,0.7085706547393095,13,99.56783,99.6077
3717,전라남도,전남,110050000,1081,9,3Q,101.73653,97.9738,99.714209375,0.8127305212121252,80,99.88605,99.8864
3719,전라남도 함평군,전남,258676000,1070,9,3Q,101.29728,98.10858,99.86611178571427,0.8132153698382343,28,100.88101,100.884
3720,전라남도교육청,전남,143077000,1085,9,3Q,101.53076,97.97977,99.89950107142859,0.7347971663518448,140,99.89502,99.8965
3721,한국전력공사 중부건설본부,전남,548071700,812,9,3Q,100.9954,93.88999,97.92697153846153,2.100921127903687,52,100.29851,100.3027
3724,한국전력공사 광주전남지역본부,순천,50832541,25,9,3Q,101.4517,93.28509,97.85571640388768,2.0573530368075157,926,99.9826,100.0528
3725,전라남도보성교육청 보성여자중학교,보성,27588000,24,9,3Q,100.06408,100.06408,100.06408,,1,99.7894,99.8623
3726,한국전력공사 광주전남지역본부,전남,524022595,152,9,3Q,101.4517,93.28509,97.85120397186148,2.0572877641698954,924,99.9734,99.9878
3729,전라남도무안교육청 삼향동초등학교,무안,5625000,37,9,3Q,0.0,0.0,0.0,0.0,0,99.79377,99.7968
3730,전라남도교육청 전라남도광양교육지원청,광양,80750000,92,9,3Q,101.24564000000001,98.43009,99.81664200000002,0.7010344219820803,65,100.21055,100.2412
3731,해군제3함대사령부,목포/영암,13000000,94,9,3Q,100.20185,97.57595,98.67461315789474,0.6458604912057874,19,99.08736,99.089
3732,한국석유공사,전남,358540000,868,9,3Q,0.0,0.0,0.0,0.0,0,100.74099,100.7425
3733,전라남도 곡성군,전남,235060000,1059,9,3Q,101.08700999999999,98.39426999999999,99.82774783783785,0.6941969452265416,37,99.94601,99.9464
3734,전라남도 여수시,여수,37153000,101,9,3Q,101.93328000000001,97.83553,99.90600173076923,0.7990221678633113,156,98.72789,98.7411
3735,전라남도,전국/전남,852048000,1080,9,3Q,101.73653,97.9738,99.71520569620253,0.817874571312246,79,99.6355,99.6388
3736,전라남도 화순군,화순,77682000,52,9,3Q,101.42401,98.38954,100.21011586206896,0.8280847216124572,29,100.67430999999999,100.6771
3742,전라남도교육청 전라남도순천교육지원청,순천,31130000,104,9,3Q,101.64644,98.12038000000001,99.77298267857142,0.7126261277230024,112,98.6627,98.6851
3743,전라남도교육청 소림학교,영암,51164000,34,9,3Q,99.35928,99.15133,99.25530499999999,0.14704285514774026,2,100.90185,100.9411
3744,한국전력공사 광주전남지역본부,여수,59490103,26,9,3Q,101.4517,93.28509,97.84612080260304,2.0566056573098384,922,100.34114,100.3424
3745,전라남도 여수시,여수,54678000,98,9,3Q,101.93328000000001,97.83553,99.89777097402597,0.7993259730742344,154,100.09885,100.10700000000001
3746,전라남도 여수시,여수,28699000,101,9,3Q,101.93328000000001,97.83553,99.89777097402597,0.7993259730742344,154,100.98069,101.0311
3749,전라남도 고흥군,고흥,27890000,35,9,3Q,101.45200000000001,98.05379,99.91423150537635,0.7312458164903686,93,101.3702,106.2435
3750,한국수자원공사 전남북부권지사,전남,78650000,998,9,3Q,100.3226,99.29833,99.79976666666666,0.5124701174052267,3,100.08746,100.0874
3751,한국전력공사 광주전남지역본부,여수,46908072,23,9,3Q,101.4517,93.28509,97.84426941368078,2.056954187653562,921,99.55125,99.5775
3752,전라남도 여수시,여수,80000000,99,9,3Q,101.93328000000001,97.83553,99.89477764705883,0.8010845939344761,153,100.35575,100.3568
3754,전라남도교육청 전라남도해남교육지원청,해남,30712000,48,9,3Q,101.49115,98.74006,99.98037854166667,0.5872967891199427,48,100.40448,100.4391
3755,한국농어촌공사 전남지역본부 광주지사,전남,125972000,1056,9,3Q,100.7415,99.55338,99.88114857142857,0.40137067906647794,7,99.68455,99.6874
3756,한국전력공사 광주전남지역본부,전남,719930239,122,9,3Q,101.4517,93.28509,97.84126333695653,2.0560478698515943,920,100.60986,100.6256
3757,전라남도교육청 전라남도해남교육지원청,해남,23694000,50,9,3Q,101.49115,98.74006,99.98243723404259,0.5934710343933582,47,99.88362,99.9597
3759,한국전력공사 광주전남지역본부,전남,88001624,233,9,3Q,101.4517,93.28509,97.83831904243742,2.0552259565566775,919,100.54706999999999,100.5503
3760,한국전력공사 광주전남지역본부,전남,25631437,677,9,3Q,101.4517,93.28509,97.83638494553378,2.0555093107298243,918,99.61381999999999,99.6198
3761,한국철도공사 회계통합센터,전남,44880000,1030,9,3Q,100.84768000000001,97.12189000000001,98.2408615873016,0.8689500083640368,126,98.19763,98.1989
3762,전라남도 나주시,전남,131417000,1075,9,3Q,101.34104,98.53845,99.89754857142856,0.6338705640791267,63,99.69728,99.6973
3763,전라남도 영광군,전남,221492000,1068,9,3Q,101.05801,98.28601,99.79947333333332,0.7225472692107122,39,100.48102,100.4812
3764,전라남도 함평군,함평,24662000,28,9,3Q,101.29728,98.10858,99.90110827586206,0.8204989755589879,29,100.00901999999999,100.0559
3765,전라남도 보성군,보성,28831000,22,9,3Q,101.16225,98.37356,99.85066314814813,0.691344026818924,54,99.18343,99.5353
3766,한국전력공사 광주전남지역본부,전남,84247948,737,9,3Q,101.4517,93.28509,97.88272133262261,2.0583721523605694,938,100.55584,100.5609
3767,전라남도 순천시,순천,39105000,110,9,3Q,101.69255,98.03514,99.83426302197802,0.7295041158629497,182,100.0397,100.0436
3768,한국전력공사 광주전남지역본부,전남,699379293,135,9,3Q,101.4517,93.28509,97.88069343649946,2.058533701076229,937,99.78286,99.8475
3769,국토교통부 익산지방국토관리청 광주국토관리사무소,전남,223300000,1041,9,3Q,101.09251,98.67132,99.99041259259258,0.6853500354933338,27,100.42526,100.4263
3770,해군제3함대사령부,전남,44500000,996,9,3Q,100.20185,97.57595,98.69525050000001,0.6353733213297739,20,98.68221,98.6822
3771,(재)한국조선해양기자재연구원,전남,208676000,1042,9,3Q,0.0,0.0,0.0,0.0,0,100.22426999999999,100.2247
3773,한국전력공사 광주전남지역본부,여수,55345591,24,9,3Q,101.4517,93.28509,97.87809878205128,2.0581006538862128,936,100.30929,100.3217
3774,전라남도,전남,78188000,1108,9,3Q,101.73653,97.9738,99.7348186585366,0.8201274490729301,82,100.19782,100.2001
3775,한국전력공사 광주전남지역본부,영암,75678815,21,9,3Q,101.4517,93.28509,97.87480877944326,2.059004764213533,934,99.7801,99.7838
3776,한국전력공사 광주전남지역본부,나주,38999065,23,9,3Q,101.4517,93.28509,97.87480877944326,2.059004764213533,934,99.04896,99.2331
3777,한국전력공사 광주전남지역본부,해남,40739287,26,9,3Q,101.4517,93.28509,97.86985584763947,2.0583994035736772,932,99.93556,100.0778
3778,한국전력공사 광주전남지역본부,해남,38122836,26,9,3Q,101.4517,93.28509,97.86985584763947,2.0583994035736772,932,100.43019,100.5525
3779,한국공항공사 여수지사,전남,14410000,949,9,3Q,100.50464000000001,99.60624,100.169126,0.3429329524557276,5,100.08275,100.0835
3782,한국전력공사 광주전남지역본부,순천,49969579,26,9,3Q,101.4517,93.28509,97.86498351612902,2.057766675649336,930,99.58538,99.6153
3783,한국전력공사 광주전남지역본부,나주,62587927,22,9,3Q,101.4517,93.28509,97.86498351612902,2.057766675649336,930,100.6856,100.6871
3784,전라남도교육청 전라남도여수교육지원청,여수,43043000,103,9,3Q,101.55138000000001,98.37961,99.95175783783783,0.7709701033661254,111,99.70163000000001,99.7454
3785,경찰청 전라남도지방경찰청,전남,19195000,985,9,3Q,101.41869,98.80513,99.85056193548387,0.60863196275702,31,99.38551,99.3877
3786,전라남도 강진군,전남,128948000,1077,9,3Q,101.06089,98.4798,99.69117516129032,0.7724273410872636,31,100.00653,100.0077
3787,전라남도 영광군,영광,82138000,45,9,3Q,101.05801,98.28601,99.81262894736842,0.7274974343700987,38,99.29956,99.3449
3789,전라남도 광양시,광양,83083000,88,9,3Q,101.43307,97.76451,99.87355375,0.7776970065880932,112,99.79857,99.8077
3790,전라남도 나주시,전남,109142000,1052,9,3Q,101.34104,98.53845,99.894419375,0.6293178232220976,64,100.45104,100.4545
3791,전라남도 장성군,장성,32274000,66,9,3Q,101.48688,98.09334,99.82194253731343,0.7640733781899591,67,99.50261,99.5231
3793,전라남도곡성교육청 곡성중앙초등학교,곡성,23496000,23,9,3Q,0.0,0.0,0.0,0.0,0,99.3984,99.448
3794,경찰청 전라남도지방경찰청,해남,27036000,50,8,3Q,101.41869,98.80513,99.84604275862071,0.6246117035572497,29,100.21600000000001,100.2203
3795,한국농어촌공사 전남지역본부 진도지사,진도,52467000,23,8,3Q,100.52834,99.07786,99.63018166666667,0.5557614836390407,6,99.33386,99.5432
3796,한국농어촌공사 전남지역본부 진도지사,진도,81066000,23,8,3Q,100.52834,99.07786,99.63018166666667,0.5557614836390407,6,99.97782,99.9791
3797,전라남도 순천시,전남,151063000,1066,8,3Q,101.69255,98.03514,99.82132223463688,0.7274247157583409,179,100.25102,100.2516
3798,전라남도영암교육청,영암,21659000,53,8,3Q,101.4724,98.19753,99.8716736170213,0.7979484070044764,47,99.53749,99.5549
3799,나주시산림조합,전남,151272000,1056,8,3Q,0.0,0.0,0.0,0.0,0,99.94552,99.9461
3800,전라남도영암교육청,영암,25300000,52,8,3Q,101.4724,98.19753,99.88641717391307,0.8002671372226297,46,99.19346999999999,99.2022
3801,한국농어촌공사 전남지역본부 해남.완도지사,전남,135725000,1064,8,3Q,100.60027,98.97753,99.7621752,0.5179420103489705,25,100.38253,100.3872
3802,육군상무대근무지원단,전남,113193000,985,8,3Q,101.49575,97.72463,98.62561254545454,0.6468922222934596,55,98.11107,98.1125
3803,육군상무대근무지원단,전남,93465000,976,8,3Q,101.49575,97.72463,98.62561254545454,0.6468922222934596,55,98.77433,98.7747
3804,육군상무대근무지원단,전남,124535000,990,8,3Q,101.49575,97.72463,98.62561254545454,0.6468922222934596,55,98.18718,98.1884
3805,한국전력공사 광주전남지역본부,여수,54952428,23,8,3Q,101.4517,93.28509,97.82824245076587,2.0562878413176042,914,99.68726,99.6938
3806,전라남도 곡성군,곡성,59818000,23,8,3Q,101.08700999999999,98.39426999999999,99.82057166666668,0.702650975644584,36,100.08609,100.0964
3807,경찰청 전라남도지방경찰청 무안경찰서,무안,12023000,42,8,3Q,99.28832,99.28832,99.28832,,1,99.16431,99.4162
3810,전라남도 영암군,전남,342265000,1039,8,3Q,101.47525999999999,98.51256,100.00821081632651,0.7324383383911253,49,101.00401,101.0056
3812,한국전력공사 광주전남지역본부,전남,623011665,146,8,3Q,101.4517,93.28509,97.82716936473165,2.057158808719744,913,98.80797,98.9111
3813,전라남도 곡성군,곡성,39487000,22,8,3Q,101.08700999999999,98.39426999999999,99.80794914285714,0.7087559598229406,35,100.26236,100.3112
