,project_owner,restriction,basic_price,competitors,bidding_month,bidding_quarter,max_target_rate,min_target_rate,mean_target_rate,std_target_rate,count_bidding,target_rate,winner_rate
8785,한국전력공사 광주전남지역본부,고흥,53534160,24,9,3Q,100.86272,93.28509,96.530253125,1.521168701621167,560,95.31868,95.3238
8786,한국전력공사 광주전남지역본부,전남,94830276,367,9,3Q,100.86272,93.28509,96.530253125,1.521168701621167,560,96.89734,96.8989
8789,전라남도교육청 전라남도해남교육지원청,해남,18018000,43,9,3Q,100.69627,98.74006,99.83217285714285,0.5555160759522872,21,99.62828,99.6496
8790,전라남도 고흥군,고흥,30932000,34,9,3Q,101.45200000000001,98.05379,99.88963288135591,0.8072876721211567,59,99.54035999999999,99.5512
8791,전라남도교육청 전라남도광양교육지원청,광양,13780000,77,9,3Q,100.9123,98.43009,99.80427972972971,0.7007565827117236,37,99.35613000000001,99.3803
8792,전라남도교육청 전라남도광양교육지원청,광양,24900000,80,9,3Q,100.9123,98.43009,99.80427972972971,0.7007565827117236,37,98.58965,98.7385
8793,한국농어촌공사 전남지역본부 영암지사,전남,381975000,944,9,3Q,100.94372,99.54576,100.2279325,0.4871436230503005,8,99.35025999999999,99.3528
8794,육군상무대근무지원단,전남,96878470,833,9,3Q,101.49575,97.72463,98.70099743589743,0.7169962697389493,39,98.43906,98.4392
8795,한국수자원공사,전남,54890000,82,9,3Q,100.49273000000001,99.86143,100.07186333333334,0.3644812249394166,3,99.91613000000001,99.9307
8796,전라남도 진도군,전남,93870000,998,9,3Q,100.93734,99.18578000000001,99.981145,0.723836938244151,4,99.13856,99.1385
8799,한국전력공사 광주전남지역본부,전남,141512239,372,9,3Q,100.86272,93.28509,96.5290424731183,1.5224324631061785,558,97.93021,97.93299999999999
8800,한국전력공사 광주전남지역본부,전남,113782724,373,9,3Q,100.86272,93.28509,96.5290424731183,1.5224324631061785,558,95.80584,95.8195
8802,전라남도교육청 전라남도고흥교육지원청,고흥,13816000,34,9,3Q,101.55696999999999,98.62262,99.944722,0.688923880285938,35,99.64787,99.6584
8803,전라남도교육청 전라남도보성교육지원청,보성,38841000,25,9,3Q,100.66131,98.52689000000001,99.68579631578947,0.5718931560781305,19,100.36057,100.6647
8804,한국전력공사 광주전남지역본부,전남,285000684,327,9,3Q,100.86272,93.28509,96.5305847037702,1.5233646098514886,557,95.67002,95.6755
8805,전라남도 고흥군,전남,240733000,1007,9,3Q,101.45200000000001,98.05379,99.91938068965518,0.7810377568087984,58,98.16426,98.2416
8806,육군상무대근무지원단,전남,41479000,960,9,3Q,101.49575,97.72463,98.71842763157895,0.718198379578633,38,98.03865,98.0387
8808,한국전력공사 광주전남지역본부,나주,39760905,24,9,3Q,100.86272,93.28509,96.53291433453236,1.523742984131926,556,95.23531,95.3646
8809,전라남도 장성군,장성,84480000,67,9,3Q,101.48688,98.09334,99.8243728888889,0.7692529147568561,45,98.9208,98.9222
8810,국토교통부 익산지방국토관리청 광주국토관리사무소,전남,36795000,1007,9,3Q,100.82777,98.75525999999999,100.04157210526314,0.5994252465448244,19,100.65987,100.6612
8811,제1179부대,담양,4520000,26,9,3Q,98.10042,98.10042,98.10042,,1,98.71323000000001,98.758
8812,육군상무대근무지원단,전남,68079600,945,9,3Q,101.49575,97.72463,98.71638972972973,0.7279936389392672,37,98.79383,98.7939
8813,전라남도 광양시,광양,72842000,80,9,3Q,101.43307,97.76451,99.86686513157895,0.8192163521374041,76,98.6993,98.814
8814,경찰청 전라남도지방경찰청,전남,57937000,1037,9,3Q,100.79323000000001,98.80513,99.69430368421054,0.5715492316134235,19,100.39581,100.4003
8815,전라남도교육청 전라남도장성교육지원청,장성,21527000,68,9,3Q,101.1553,97.76652,99.8398209090909,0.7905810047378282,33,99.90628000000001,99.9086
8817,전라남도교육청 전라남도목포교육지원청,목포,16221000,78,9,3Q,101.33134,98.06401,99.87781862068965,0.7681304716875307,58,101.75605,102.0016
8818,전라남도교육청 전라남도목포교육지원청,목포,27165000,81,9,3Q,101.33134,98.06401,99.9005443859649,0.7550304383741713,57,98.58245,98.6032
8819,국토교통부 익산지방국토관리청 광주국토관리사무소,전남,268000000,981,9,3Q,100.82777,98.75525999999999,100.06567277777778,0.6072572458755042,18,99.60776,99.6105
8820,전라남도교육청 전라남도목포교육지원청,목포,19538000,80,9,3Q,101.33134,98.06401,99.87939464285715,0.7446311495278349,56,101.08493,101.2353
8821,전라남도교육청 전라남도목포교육지원청,목포,13661000,79,9,3Q,101.33134,98.35146999999999,99.91240163636363,0.7089456620763711,55,98.06401,98.3634
8822,전라남도교육청 전라남도곡성교육지원청,곡성,53317000,21,9,3Q,100.63239,98.8172,99.72512857142858,0.7494038626452458,7,99.77207,99.807
8823,전라남도 해남군,해남,54890000,46,9,3Q,102.16459,98.12079,99.79816020408163,0.8737585720978883,49,99.73683,99.7657
8824,목포대학교,목포/무안,19017000,116,9,3Q,101.24101,98.50738,100.089075,0.7291399779693049,14,99.59851,99.6106
8825,전라남도 해남군,해남,25927000,46,9,3Q,102.16459,98.12079,99.79816020408163,0.8737585720978883,49,99.92141,100.0068
8827,한국전력공사 광주전남지역본부,전남,646009322,333,8,3Q,100.86272,93.28509,96.5489536245353,1.5374684782255268,538,96.33046,96.3313
8828,전라남도교육청 전라남도영광교육지원청,영광,23958000,40,8,3Q,101.20518,98.42135999999999,99.96152838709676,0.6245393945145857,31,99.71731,99.7514
8829,전라남도 해남군,해남,32705000,45,8,3Q,102.16459,98.12079,99.78598312500002,0.878793134220936,48,100.38266,100.40100000000001
8830,전라남도교육청 전라남도구례교육지원청,구례,14245000,23,8,3Q,100.45959,98.17794,99.69271700000002,0.7646795830360742,10,100.62776,100.85
8831,보건복지부 국립나주병원,전남,60203000,1070,8,3Q,100.07179000000001,100.07179000000001,100.07179000000001,,1,100.39483,100.3984
8832,한국전력공사 광주전남지역본부,해남,47698970,21,8,3Q,100.86272,93.28509,96.54699182495344,1.5382278676282508,537,97.60244,97.7899
8833,전라남도교육청 전라남도담양교육지원청,담양,18821000,54,8,3Q,101.35936,98.18434,99.80272375,0.8174238247581589,32,100.58618,100.5908
8834,전라남도교육청,전남,157100000,1029,8,3Q,101.53076,97.97977,99.94737821428572,0.7513960431013321,84,99.89104,99.8949
8835,한국전력공사 광주전남지역본부,전남,655740756,316,8,3Q,100.86272,93.28509,96.54524229477612,1.5391299236083633,536,97.48474,97.4886
8836,전라남도교육청 전라남도담양교육지원청,담양,18051000,55,8,3Q,101.35936,98.18434,99.7844806451613,0.8242872598107023,31,100.36825999999999,100.5086
8837,한국전력공사 광주전남지역본부,전남,75344455,22,8,3Q,100.86272,93.28509,96.54747691588786,1.5396998272790843,535,95.34971999999999,95.7048
8839,한국수력원자력(주) 한빛원자력본부,고창/영광,270420099,59,8,3Q,100.62935999999999,98.60148000000001,99.82305285714287,0.7601057680067543,7,100.41278,100.42399999999999
8840,전라남도 화순군,전남,99110000,1005,8,3Q,101.33776999999999,99.10154,100.45137916666665,0.6660384199600485,12,100.46101999999999,100.4611
8841,한국전력공사 광주전남지역본부,전남,173505669,848,8,3Q,100.86272,93.28509,96.55114498127341,1.5388019960385704,534,94.58873,94.6079
8842,한국지역난방공사 광주전남지사,전남,108845000,235,8,3Q,97.01156,97.01156,97.01156,,1,97.28903000000001,97.3053
8843,전라남도 담양군,담양,70851000,55,8,3Q,101.13252,98.49077,100.0691642857143,0.7527767794477406,21,99.01931,99.0468
8844,전라남도교육청 구림공업고등학교,영암,15004000,42,8,3Q,0.0,0.0,0.0,0.0,0,100.40555,100.4401
8847,전라남도교육청 전라남도나주교육지원청,나주,17314000,102,8,3Q,100.85271,97.88075,99.60397758620692,0.6516665679003061,29,100.46508,100.4981
8848,전라남도교육청 전라남도나주교육지원청,나주,12892000,102,8,3Q,100.85271,97.88075,99.60397758620692,0.6516665679003061,29,100.5705,100.5915
8849,전라남도 고흥군,고흥,87109000,33,8,3Q,101.45200000000001,98.05379,99.90236589285715,0.7894722030106323,56,100.49908,100.6759
8850,전라남도교육청 전라남도구례교육지원청,구례,47509000,23,8,3Q,100.45959,98.17794,99.65922444444443,0.8032477954702273,9,99.99415,100.1026
8851,광주지방조달청,전남,181652000,985,8,3Q,101.27775,98.6635,99.85112985714285,0.6120036136662589,70,101.05001999999999,101.09299999999999
8852,전라남도 여수시,여수,29370000,102,8,3Q,101.93328000000001,98.09075,99.96799198019801,0.8137434779917077,101,99.77868000000001,99.7821
8854,전라남도 신안군,전남,163660000,1009,8,3Q,101.38457,97.97369,99.7412447142857,0.881335179477535,70,100.19351999999999,100.1937
8855,한국전력공사 광주전남지역본부,광주/전남,150919865,166,8,3Q,100.86272,93.28509,96.5536430075188,1.541155740648699,532,95.88667,95.8931
8856,전라남도교육청 전라남도고흥교육지원청,고흥,19734000,34,8,3Q,101.55696999999999,98.62262,99.9370403125,0.7084175989074752,32,100.12833,100.1287
8857,나주시 시설관리사업소,나주,54714000,101,8,3Q,101.62031,98.92535,100.0151352,0.8196585403798766,25,99.14336,99.2204
8858,경찰청 전라남도지방경찰청,전남,34497000,750,8,3Q,100.79323000000001,98.80513,99.66685823529413,0.5695493728075217,17,99.39458,99.399
8860,전라남도영광교육청 해룡중학교,영광,36245000,44,8,3Q,0.0,0.0,0.0,0.0,0,98.23713000000001,98.5388
8862,전라남도 나주시 하수도사업소,전남,281220000,1006,8,3Q,100.37068000000001,99.37841,99.87454500000001,0.7016408457679789,2,99.38476,99.38600000000001
8864,전라남도교육청 전라남도장성교육지원청,장성,15983000,64,8,3Q,101.1553,97.76652,99.82932625000001,0.8008922607166382,32,100.17565,100.2283
8865,전라남도교육청 전라남도순천교육지원청,순천,30250000,106,8,3Q,101.64644,98.12038000000001,99.76438095238096,0.7794515626485112,63,99.78694,99.7928
8866,전라남도 보성군,전남,135388000,1025,8,3Q,101.16225,98.60155,99.76148702702702,0.6529612521763407,37,100.24752,100.2489
8868,한국전력공사 광주전남지역본부,전남,141140964,335,8,3Q,100.86272,93.28509,96.55495924670433,1.542309641886613,531,95.85472,95.8573
8869,재단법인 녹색에너지연구원,전남,406758000,940,8,3Q,100.30376,99.60459,99.8914125,0.31111614887637395,4,99.83276,99.8329
8870,전라남도교육청 전라남도고흥교육지원청,고흥,13750000,35,8,3Q,101.55696999999999,98.62262,99.92441709677419,0.7164600364997953,31,100.32836,100.3385
8871,법무부 광주지방교정청 해남교도소,전남,220770000,1011,8,3Q,100.37236,99.37602,99.87419,0.7045187703674073,2,100.00276,100.00299999999999
8872,전라남도 여수시,전남,101563000,1047,8,3Q,101.93328000000001,98.09075,99.9640291,0.8168628716739332,100,100.36428000000001,100.3644
8874,한국남동발전(주) 사업소 여수발전본부,전남,51593300,626,8,3Q,100.57743,94.37656,97.23925,2.7171053420598184,5,95.08729,95.0985
8875,한국전력공사 광주전남지역본부,전남,204842992,367,8,3Q,100.86272,93.28509,96.5537465471698,1.5435132907300977,530,97.19769000000001,97.2073
8876,전라남도교육청 전라남도나주교육지원청,나주,12287000,100,8,3Q,100.41035,97.88075,99.55350555555557,0.6278666219725159,27,99.71799,99.7217
8877,전라남도교육청 전라남도나주교육지원청,나주,29623000,103,8,3Q,100.41035,97.88075,99.55350555555557,0.6278666219725159,27,100.85271,100.8547
8878,한국농어촌공사 전남지역본부 장흥지사,전남,272646000,998,8,3Q,99.90954,99.19311,99.48403800000001,0.3682002408608692,5,100.72527,100.7259
8879,한국농어촌공사 전남지역본부 해남.완도지사,전남,91022800,1022,8,3Q,100.60027,98.97753,99.83458210526315,0.5239692980040677,19,100.21002,100.2106
8880,전라남도 광양시,전남,463045000,971,8,3Q,101.43307,97.76451,99.89017136986301,0.817507168832507,73,99.60700000000001,99.6097
8881,한국전력공사 중부건설본부,전남,280833300,814,8,3Q,100.00089,94.02684,96.50258692307692,1.5206595673635015,26,96.78871,96.7889
8882,전라남도교육청 전라남도여수교육지원청,여수,79838000,102,8,3Q,101.55138000000001,98.55945,100.00029124999999,0.7511453951566766,64,100.82432,100.8766
8883,한국전력공사 광주전남지역본부,해남,55118495,23,8,3Q,100.86272,93.28509,96.5581602646503,1.5416228560022112,529,94.21889,94.8846
8884,전라남도교육청 전라남도순천교육지원청,순천,32120000,103,8,3Q,101.64644,98.12038000000001,99.76962590163934,0.7787581907635103,61,98.82113000000001,98.9357
8885,전라남도교육청 전라남도순천교육지원청,순천,25355000,103,8,3Q,101.64644,98.12038000000001,99.76962590163934,0.7787581907635103,61,100.38769,100.4182
8886,전라남도 고흥군,전남,96395000,1031,8,3Q,101.45200000000001,98.05379,99.89148945454546,0.7925030117840146,55,100.50057,100.5025
8887,전라남도 목포시,목포,30568000,80,8,3Q,101.26568,98.76365,99.85831777777778,0.7286441816346758,18,99.95297,99.9589
8888,전라남도교육청 전라남도구례교육지원청,구례,50754000,23,8,3Q,100.45959,98.17794,99.66333,0.8586070584049842,8,99.62638000000001,99.6408
8889,대검찰청 광주고등검찰청 광주지방검찰청 목포지청,목포,56900000,77,8,3Q,0.0,0.0,0.0,0.0,0,99.4126,99.4234
8890,한국공항공사 무안지사,전국/전남,1034427000,1018,8,3Q,100.51579,99.476,100.0835875,0.5142846084530115,4,100.1675,100.1681
8892,한국전력공사 광주전남지역본부,전남,41697902,857,8,3Q,100.86272,93.28509,96.56146138257577,1.5412122037540943,528,94.81517,94.8175
8893,전라남도 영암군,영암,39875000,42,8,3Q,101.37612,98.51256,99.85716111111111,0.7339280366909468,27,99.77736,99.8337
8894,전라남도교육청 전라남도순천교육지원청,순천,34760000,101,8,3Q,101.64644,98.12038000000001,99.7515015,0.772247121459702,60,100.85709,100.8879
8895,전라남도교육청 전라남도구례교육지원청,구례,23617000,23,8,3Q,100.45959,98.17794,99.69480857142857,0.9224019495756478,7,99.44298,99.7189
8897,한국전력공사 광주전남지역본부,전남,157829646,362,8,3Q,100.86272,93.28509,96.54419203327173,1.5354874884120455,541,96.24049000000001,96.2412
8898,광주지방조달청,전국/전남,1794113000,958,8,3Q,101.27775,98.6635,99.87578479452054,0.6187221748268981,73,99.696,99.6972
8899,전라남도 영광군,영광,33087000,46,8,3Q,101.05801,98.49407,99.84449124999999,0.7259139027778659,24,99.53267,99.7145
8900,전라남도 순천시,순천,73590000,107,8,3Q,101.56787,98.03514,99.75522000000001,0.7160895354554495,126,101.69255,111.5042
8901,전라남도 순천시,전남,134013000,1019,8,3Q,101.56787,98.03514,99.75522000000001,0.7160895354554495,126,100.09277,100.0977
8902,전라남도교육청 전라남도나주교육지원청,나주,68431000,101,8,3Q,100.85271,97.88075,99.66293322580647,0.6697923805896216,31,100.27231,100.2848
8903,전라남도교육청 전라남도순천교육지원청,순천,14322000,103,8,3Q,101.64644,98.12038000000001,99.7800773846154,0.7770908436403134,65,99.53707,99.5508
8904,전라남도교육청 전라남도강진교육지원청,강진,16852000,21,8,3Q,101.56025,98.87756,100.21885499999999,0.6417139492680404,28,100.08825999999999,100.1189
8905,전라남도여수교육청 충덕중학교,여수,36465000,102,8,3Q,0.0,0.0,0.0,0.0,0,98.68956,98.7709
8907,전라남도 순천시,순천,76420000,106,8,3Q,101.56787,98.03514,99.74280720000002,0.7052299189724388,125,101.30682,101.3392
8909,전라남도교육청 전라남도고흥교육지원청,고흥,10980000,31,8,3Q,101.55696999999999,98.62262,99.94283696969697,0.6980554068154462,33,100.49635,100.5938
8910,전라남도교육청 전라남도순천교육지원청,순천,25630000,102,8,3Q,101.64644,98.12038000000001,99.7647334375,0.7732458360481308,64,100.76209,100.8606
8911,경찰청 전라남도지방경찰청,전남,15903000,924,8,3Q,100.79323000000001,98.80513,99.65173166666666,0.5562585418273435,18,100.4606,100.4608
8912,전라남도,전남,292653518,1007,8,3Q,101.73653,97.97711,99.78151682926828,0.8056168184020231,41,100.33077,100.3325
8914,과학기술정보통신부 우정사업본부 전남지방우정청,전남,3421000,440,8,3Q,101.4076,98.48135,100.0386565625,0.5539848841399397,32,100.75416,100.7542
8915,전라남도교육청 전라남도여수교육지원청,여수,15180000,103,8,3Q,101.55138000000001,98.55945,100.01296861538461,0.752230011378412,65,99.29330999999999,99.303
8916,제1989부대,고흥,43728000,32,8,3Q,99.35593,97.48219,98.45125901960786,0.3784153889484666,51,98.03908,98.0435
8919,특수전사령부,전남,32129800,798,8,3Q,98.92222,98.81666,98.86944,0.07464219182204983,2,98.45265,98.4546
8920,한국전력공사 광주전남지역본부,해남,41203072,21,8,3Q,100.86272,93.28509,96.54854825602969,1.5360677701024492,539,94.66672,94.6762
8921,전라남도교육청 전라남도무안교육지원청,무안,31130000,34,8,3Q,100.72859,98.11528,99.74210826086956,0.6260812949439213,23,99.79039,99.8552
8922,전라남도교육청 전라남도목포교육지원청,목포,20992000,76,8,3Q,101.28147,98.35146999999999,99.88612499999999,0.6880371642654046,54,101.33134,101.3731
8923,광주지방조달청,전남,45784000,72,8,3Q,101.27775,98.6635,99.8757,0.6230637109556768,72,99.88189,99.9463
8924,전라남도영암교육청,영암,23936000,45,8,3Q,101.24923000000001,98.48855999999999,99.89987541666666,0.7056577015188489,24,100.26496999999999,100.3387
8929,전라남도무안교육청 망운중학교,무안,25542000,36,8,3Q,0.0,0.0,0.0,0.0,0,98.25571,98.7655
8930,전라남도교육청 전라남도영광교육지원청,영광,8833000,35,8,3Q,101.20518,98.42135999999999,99.95534966666666,0.6342516479229587,30,100.14689,100.1726
8931,전라남도영암교육청,영암,48004000,44,8,3Q,101.24923000000001,98.48855999999999,99.93430304347825,0.700605253532032,23,99.10804,99.2345
8932,전라남도교육청,장흥,69014000,28,8,3Q,101.53076,97.97977,99.94719855421688,0.755962027109848,83,99.96229,100.029
8934,전라남도 순천시,전남,114202000,994,8,3Q,101.56787,98.03514,99.74675298387096,0.706704149341083,124,99.25353,99.2565
8935,전라남도교육청,전남,207658000,994,8,3Q,101.53076,97.97977,99.94435317073172,0.7601668213709929,82,100.18052,100.1813
8936,전라남도교육청 전라남도강진교육지원청,강진,28127000,21,8,3Q,101.56025,98.87756,100.21472814814814,0.653559426919748,27,100.33028,100.3783
8937,전라남도교육청,전남,100639000,1013,8,3Q,101.53076,97.97977,99.94025197530864,0.7639897264024885,81,100.27655,100.2792
8938,전라남도교육청 목포중앙고등학교,목포,17963000,78,8,3Q,99.6493,99.6493,99.6493,,1,99.73793,99.7434
8939,전라남도교육청 전라남도목포교육지원청,목포,23919000,79,8,3Q,101.28147,98.35146999999999,99.87017999999999,0.6844747965692115,53,100.73121,100.8616
8940,전라남도교육청 전라남도목포교육지원청,목포,27752000,78,8,3Q,101.28147,98.35146999999999,99.85778653846153,0.6851217591711312,52,100.51464,100.5215
8941,전라남도교육청 전라남도목포교육지원청,목포,22102000,79,8,3Q,101.28147,98.35146999999999,99.84281313725491,0.6832919931200443,51,100.62143,100.6316
8942,한국전력공사 광주전남지역본부,장성,60293488,23,8,3Q,100.86272,93.28509,96.56269722960153,1.5424146479320753,527,95.91017,95.9276
8943,전라남도교육청 전라남도여수교육지원청,여수,36740000,105,8,3Q,101.55138000000001,98.55945,99.99581031746034,0.7563160389507098,63,100.28259,100.2868
8944,전라남도교육청 전라남도순천교육지원청,순천,51513000,103,8,3Q,101.64644,98.12038000000001,99.7654470909091,0.7827274710260187,55,99.48983,99.5084
8945,전라남도교육청 전라남도순천교육지원청,순천,16071000,102,8,3Q,101.64644,98.12038000000001,99.7654470909091,0.7827274710260187,55,100.65397,100.6573
8946,전라남도교육청 전라남도순천교육지원청,순천,38566000,104,8,3Q,101.64644,98.12038000000001,99.7654470909091,0.7827274710260187,55,99.75963,99.7641
8947,전라남도교육청 전라남도순천교육지원청,순천,29040000,104,8,3Q,101.64644,98.12038000000001,99.7654470909091,0.7827274710260187,55,99.36423,99.3901
8948,전라남도교육청 전라남도순천교육지원청,순천,41745000,104,8,3Q,101.64644,98.12038000000001,99.7654470909091,0.7827274710260187,55,98.72284,98.7919
8949,전라남도교육청 전라남도장흥교육지원청,장흥,13706000,28,8,3Q,100.5841,98.45388,99.72446176470588,0.5349098971817046,17,100.61706,100.6447
8950,전라남도교육청 전라남도장흥교육지원청,장흥,57376000,28,8,3Q,100.5841,98.45388,99.72446176470588,0.5349098971817046,17,99.31234,99.3155
8951,전라남도여수교육청 여도중학교,여수,14638000,103,8,3Q,100.66563000000001,100.66563000000001,100.66563000000001,,1,99.8649,99.8862
8952,한국전력공사 광주전남지역본부,전남,88636728,120,7,3Q,100.86272,93.28509,96.56117660268714,1.549397558421614,521,95.97124000000001,95.9819
8953,한국전력공사 광주전남지역본부,전남,216604089,322,7,3Q,100.86272,93.28509,96.56117660268714,1.549397558421614,521,95.89478000000001,95.9064
8954,전라남도 순천시,순천,57530000,106,7,3Q,101.56787,98.03514,99.76044908333333,0.6880755240182109,120,98.63462,98.6547
8955,전라남도 순천시,전국/전남,974468000,1014,7,3Q,101.56787,98.03514,99.76044908333333,0.6880755240182109,120,101.03825,101.0448
8956,전라남도교육청 전라남도신안교육지원청,신안,14718000,34,7,3Q,101.23017,98.09166,99.8766644117647,0.7489377328051643,34,100.75604,100.7596
8957,전라남도교육청 전라남도신안교육지원청,신안,19388000,33,7,3Q,101.23017,98.09166,99.86950424242424,0.7593671766552982,33,100.11295,100.2007
8958,전라남도교육청 전라남도신안교육지원청,목포,20840000,78,7,3Q,101.23017,98.09166,99.855675625,0.7672845439009401,32,100.31201999999999,100.3186
8959,전라남도교육청 전라남도신안교육지원청,신안,17214000,30,7,3Q,101.23017,98.09166,99.82502387096775,0.7597911758181863,31,100.80588,100.9755
8960,경찰청 전라남도지방경찰청,전남,27093000,923,7,3Q,100.79323000000001,98.80513,99.6207425,0.5544806582559942,16,100.40471,100.4058
8961,전라남도여수교육청 여수종고중학교,여수,24705000,101,7,3Q,0.0,0.0,0.0,0.0,0,100.46387,100.4686
8963,국군복지단,전남,51678000,903,7,3Q,100.18627,99.53545,99.78509000000001,0.3508773956811667,3,100.64105,100.6417
8965,한국전력공사 광주전남지역본부,전남,231176089,329,7,3Q,100.86272,93.28509,96.55970564796905,1.5548680702708777,517,97.06815,97.0857
8966,한국전력공사 광주전남지역본부,전남,301420443,325,7,3Q,100.86272,93.28509,96.55970564796905,1.5548680702708777,517,96.67501999999999,96.6772
8967,전라남도교육청 전라남도신안교육지원청,신안,24057000,33,7,3Q,101.23017,98.09166,99.86824166666665,0.7330015174048523,30,98.52849,98.6664
8968,전라남도교육청 전라남도신안교육지원청,신안,64416000,33,7,3Q,101.23017,98.09166,99.85211827586205,0.7405422015806535,29,100.33582,100.3811
8969,전라남도교육청 전라남도신안교육지원청,신안,46376000,33,7,3Q,101.23017,98.09166,99.90466214285712,0.6969101223328974,28,98.38089000000001,98.6664
8970,전라남도교육청 전라남도신안교육지원청,신안,18172000,33,7,3Q,101.23017,98.09166,99.89046666666665,0.7060485294663104,27,100.28794,100.4562
8971,한국농어촌공사 전남지역본부 해남.완도지사,해남,38593000,41,7,3Q,100.60027,98.97753,99.810065,0.5278266540563776,18,100.27589,100.2772
8972,전라남도 광양시,광양,36531000,85,7,3Q,101.43307,97.76451,99.90032847222223,0.8185924848549568,72,99.15886,99.2446
8974,전라남도교육청 전라남도순천교육지원청,순천,35431000,105,7,3Q,101.64644,98.12038000000001,99.7610249019608,0.796101126378734,51,100.12933000000001,100.1388
8975,전라남도교육청 전라남도장흥교육지원청,장흥,12694000,26,7,3Q,100.5841,98.45388,99.70665,0.5472210480844714,16,100.00945,100.0697
8977,전라남도 구례군,구례,24750000,23,7,3Q,100.38725,99.18526999999999,99.868695,0.43678577260483253,6,99.18545,99.191
8978,전라남도 여수시,전남,179600000,983,7,3Q,101.93328000000001,98.09075,99.98000151515151,0.8051718127440118,99,98.38276,98.4145
8980,전라남도교육청 전라남도해남교육지원청,해남,14333000,45,7,3Q,100.69627,98.74006,99.80123749999998,0.5510766379874265,20,100.45088,100.4642
8985,전라남도 장성군,전남,128106000,1009,7,3Q,101.48688,98.09334,99.82750785714286,0.7771596138990907,42,100.47103,100.4714
8986,전라남도교육청 전라남도여수교육청 성산초등학교,여수,41591000,102,7,3Q,0.0,0.0,0.0,0.0,0,99.06908,99.0759
8987,전라남도 해남군,전남,119742000,1033,7,3Q,102.16459,98.12079,99.80496085106381,0.8782953957396796,47,98.89403,98.8961
8988,광주지방조달청,전남,228529000,960,7,3Q,101.27775,98.6635,99.8318532352941,0.6095762609312059,68,100.32851,100.3287
8989,전라남도 여수시,여수,54000000,101,7,3Q,101.93328000000001,98.09075,99.97315346938775,0.8064084760105482,98,100.65111,100.7108
8990,한국전력공사 광주전남지역본부,전남,104088375,358,7,3Q,100.86272,93.28509,96.56328145631066,1.5567473734286683,515,95.38664,95.3871
8991,한국전력공사 광주전남지역본부,전남,98438604,356,7,3Q,100.86272,93.28509,96.56328145631066,1.5567473734286683,515,95.89123000000001,95.8945
8992,전라남도 장성군,전남,172242000,1014,7,3Q,101.48688,98.09334,99.84610625,0.7899874667479923,40,99.71378,99.7152
8993,전라남도 장성군,장성,83307000,69,7,3Q,101.48688,98.09334,99.84610625,0.7899874667479923,40,99.1973,99.2587
8994,전라남도 보성군,전남,198671000,1010,7,3Q,101.16225,98.60155,99.75641914285714,0.6677140351817211,35,99.55552,99.5566
8995,전라남도교육청 전라남도장흥교육지원청,장흥,15807000,28,7,3Q,100.5841,98.45388,99.69393785714286,0.5864713468924334,14,99.76149000000001,99.9347
8997,전라남도교육청 전라남도목포교육지원청,목포,16120000,39,7,3Q,101.28147,98.35146999999999,99.84553800000002,0.6899491841211131,50,99.70657,99.77
8998,전라남도광양교육청 광양제철초등학교,광양,14091000,80,7,3Q,0.0,0.0,0.0,0.0,0,100.34969,100.3558
8999,전라남도 영광군,전남,153788000,1016,7,3Q,101.05801,98.49407,99.88530478260871,0.7135182336516408,23,98.90578000000001,98.9122
9000,전라남도교육청 전라남도목포교육지원청,목포,17457000,80,7,3Q,101.28147,98.35146999999999,99.84329469387757,0.6969148459762452,49,99.95546,99.9566
9001,전라남도교육청 전라남도목포교육지원청,목포,13876000,79,7,3Q,101.28147,98.53885,99.874374375,0.6690931965899868,48,98.35146999999999,98.7475
9002,전라남도교육청 전라남도목포교육지원청,목포,17512000,80,7,3Q,101.28147,98.62406999999999,99.90278978723404,0.6463888541787186,47,98.53885,98.6085
9003,한국전력공사 광주전남지역본부,전남,93947899,347,7,3Q,100.86272,93.28509,96.56134854085603,1.5576452127024887,514,97.5568,97.5694
9004,전라남도교육청,화순,15664000,55,7,3Q,101.53076,97.97977,99.93368556962025,0.7725598903259063,79,100.16598,100.191
9005,한국수자원공사 여수권지사,광양,19272000,62,7,3Q,100.4087,99.1237,99.85717,0.5126206647219759,5,99.46325,99.4712
9006,한국전력공사 광주전남지역본부,전남,106550891,118,7,3Q,100.86272,93.28509,96.5606383625731,1.5590823105709346,513,96.92567,96.9411
9008,전라남도교육청 전라남도해남교육지원청,해남,19690000,44,7,3Q,100.69627,98.74006,99.82208277777778,0.5238098758676997,18,98.8969,98.99
9009,전라남도교육청 소림학교,전남,91160000,981,7,3Q,0.0,0.0,0.0,0.0,0,99.35928,99.3611
9010,한국농어촌공사 전남지역본부 영암지사,영암,11803000,42,7,3Q,100.94372,99.54576,100.26404399999998,0.6081373975755834,5,100.12221,100.1635
9011,한국농어촌공사 전남지역본부 영암지사,영암,19250000,42,7,3Q,100.94372,99.54576,100.26404399999998,0.6081373975755834,5,99.90649,99.9989
9012,전라남도교육청 여수공업고등학교,여수,18524000,98,7,3Q,100.52001,100.52001,100.52001,,1,101.53286999999999,101.5823
9013,전라남도교육청 전라남도목포교육지원청,목포,16214000,78,7,3Q,101.28147,98.62406999999999,99.89033260869564,0.6478022910440605,46,100.47582,100.5296
