입찰공고번호,업무,업종코드,업종명,공고명,공고기관,수요기관,WTO품목번호,게시일시,입찰개시일시,입찰마감일시,예가방법,추첨번호공개여부,지역제한,참가가능지역,추정가격,기초금액,A값
20201005619-00,공사,0040,전문소방시설공사업,가야고등학교 이중천장교체 소방공사,부산광역시교육청 가야고등학교,부산광역시교육청 가야고등학교,건설공사,2020/10/08 10:10,2020/10/08 15:00:00,2020/10/15 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[부산광역시],8172727,8990000,0
20201005244-02,공사,0040,전문소방시설공사업,남성여자고등학교 방화문 방화셔터교체에 따른 소방공사,부산광역시교육청 남성여자고등학교,부산광역시교육청 남성여자고등학교,건설공사,2020/10/08 09:39,2020/10/08 15:00:00,2020/10/14 12:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[부산광역시],22930000,25223000,0
20201004243-00,용역,0040,전문소방시설공사업,구암역 환승주차장 소방공사 실시설계용역,대전광역시,대전광역시,,2020/10/08 09:33,2020/10/12 10:00:00,2020/10/14 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[대전광역시],27909090,30700000,0
20201005638-00,공사,0040,전문소방시설공사업,하의중고 다목적강당 증축 소방공사,전라남도교육청,전라남도교육청,건설공사,2020/10/08 09:19,2020/10/13 09:00:00,2020/10/15 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[전라남도 신안군]  [전라남도 목포시]  [전라남도 무안군],46245455,50870000,0
20201005496-00,공사,0040,전문소방시설공사업,일산선 삼송역 등 3개역 마감재 개량에 따른 소방공사,한국철도공사 회계통합센터,한국철도공사 회계통합센터,건설공사,2020/10/07 20:55,2020/10/12 10:00:00,2020/10/14 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경기도],35638182,39202000,0
20201004938-01,공사,0040,전문소방시설공사업,도시재생 뉴딜사업(백령 심청이 마을) 백령도서관 리모델링 소방공사,인천광역시 옹진군,인천광역시 옹진군,건설공사,2020/10/07 16:51,2020/10/07 20:00:00,2020/10/13 14:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[인천광역시],49318182,54250000,0
20201004789-00,공사,0040,전문소방시설공사업,인천 답동성당 재난방지시설 구축공사(소방),인천광역시 중구,인천광역시 중구,건설공사,2020/10/07 15:48,2020/10/08 10:00:00,2020/10/14 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[인천광역시 중구]  [인천광역시 동구]  [인천광역시 남구]  [인천광역시 미추홀구]  [인천광역시 연수구]  [인천광역시 남동구]  [인천광역시 부평구]  [인천광역시 계양구]  [인천광역시 서구],45175455,49693000,0
20201004160-00,공사,0040,전문소방시설공사업,울산산업공구월드 소방시설 보수공사,울산광역시 남구,울산광역시 남구,건설공사,2020/10/07 15:18,2020/10/12 10:00:00,2020/10/14 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[울산광역시],139660000,153626000,0
20201004080-00,공사,0040,전문소방시설공사업,알루미늄 소형선박 개발지원센터 신축공사(소방),(재)중소조선연구원,(재)중소조선연구원,건설공사,2020/10/07 13:43,2020/10/12 00:00:00,2020/10/16 12:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[전라남도],41730000,45903000,2985053
20201004313-00,공사,0040,전문소방시설공사업,신경주역 화재수신기 개량 이전 설치공사,한국철도공사 회계통합센터,한국철도공사 회계통합센터,건설공사,2020/10/07 13:12,2020/10/12 10:00:00,2020/10/14 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경상북도],68510000,75361000,0
20201003222-00,공사,0040,전문소방시설공사업,글로벌 문화센터 조성사업(소방) 소액수의 견적제출 안내공고,울산광역시 동구,울산광역시 동구,건설공사,2020/10/07 10:35,2020/10/12 10:00:00,2020/10/14 14:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[울산광역시],79150000,87065000,0
20201003769-00,공사,0040,전문소방시설공사업,강릉교육문화관 환경개선 소방공사,강원도교육청,강원도교육청,건설공사,2020/10/06 21:40,2020/10/08 10:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[강원도 강릉시],31051818,34157000,0
20201003746-00,공사,0040,전문소방시설공사업,호서남초등학교 씨름장 증축 소방공사,경상북도교육청 경상북도문경교육지원청,경상북도교육청 경상북도문경교육지원청,건설공사,2020/10/06 21:06,2020/10/07 10:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경상북도 문경시],7625455,8388000,0
20201003726-00,공사,0040,전문소방시설공사업,개신초 외 1교(동주초) 장애인승강기 설치 및 기타 소방공사,충청북도교육청 충청북도청주교육지원청,충청북도교육청 충청북도청주교육지원청,건설공사,2020/10/06 20:47,2020/10/08 10:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[충청북도 청주시],57160000,62876000,0
20201003318-00,공사,0040,전문소방시설공사업,경남체육고등학교 핸드볼구장 건립 소방공사 수의견적 제출 안내 공고,경상남도교육청 경상남도진주교육지원청,경상남도교육청 경상남도진주교육지원청,건설공사,2020/10/06 19:02,2020/10/06 21:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경상남도 진주시],51500000,56650000,0
20201003399-00,공사,0040,전문소방시설공사업,충현도서관 리모델링 공사(소방),경기도 광명시,경기도 광명시,건설공사,2020/10/06 18:31,2020/10/12 15:00:00,2020/10/16 15:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경기도 광명시],32284545,35513000,0
20201003535-00,공사,0040,전문소방시설공사업,제주 동문공설시장 청년몰 기반조성사업 (소방),제주동문공설시장 청년몰조성사업단,제주동문공설시장 청년몰조성사업단,건설공사,2020/10/06 18:15,2020/10/12 10:00:00,2020/10/14 15:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[제주특별자치도         ],164037000,180441000,11345126
20201002959-00,공사,0040,전문소방시설공사업,경남관광기업지원센터 리모델링 소방공사,재단법인 경상남도 관광재단,재단법인 경상남도 관광재단,건설공사,2020/10/06 15:59,2020/10/06 18:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경상남도],29144546,32059000,0
20201002943-00,공사,0040,전문소방시설공사업,음봉 복합문화센터(도서관) 건립사업 신축공사(소방),충청남도 아산시,충청남도 아산시,건설공사,2020/10/06 15:18,2020/10/06 18:00:00,2020/10/14 15:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[충청남도],469972727,516970000,32851472
20201002942-00,공사,0040,전문소방시설공사업,청룡동 주민센터 증축공사(소방),서울특별시 관악구,서울특별시 관악구,건설공사,2020/10/06 15:16,2020/10/07 10:00:00,2020/10/14 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[서울특별시],114154546,125570000,5407050
20201002498-00,공사,0040,전문소방시설공사업,(긴급)영산강유역환경청 실험실 증축공사(소방),조달청 광주지방조달청,환경부 영산강유역환경청,건설공사,2020/10/06 14:07,2020/10/16 00:00:00,2020/10/20 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[광주광역시],103173637,111254000,0
20201002642-00,공사,0040,전문소방시설공사업,망상오토캠핑리조트 재해복구공사(소방),강원도 동해시,강원도 동해시,건설공사,2020/10/06 13:48,2020/10/06 15:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[강원도],213780000,235158000,12619708
20201002558-00,공사,0040,전문소방시설공사업,"신둔초 교사 1,2호동 방화문 설치 소방공사",경기도교육청 경기도이천교육지원청,경기도교육청 경기도이천교육지원청,건설공사,2020/10/06 13:26,2020/10/06 18:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경기도 이천시]  [경기도 여주시],17938182,19732000,0
20201001988-00,공사,0040,전문소방시설공사업,산림인접마을 비상소화장치 설치공사(양양군),강원도,강원도,건설공사,2020/10/06 11:37,2020/10/06 14:00:00,2020/10/12 14:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[강원도 양양군]  [강원도 속초시],110318181,121350000,0
20201001991-00,공사,0040,전문소방시설공사업,산림인접마을 비상소화장치 설치공사(속초시),강원도,강원도,건설공사,2020/10/06 11:34,2020/10/06 14:00:00,2020/10/12 14:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[강원도 속초시],77863636,85650000,0
20201001987-00,공사,0040,전문소방시설공사업,산림인접마을 비상소화장치 설치공사(강릉시),강원도,강원도,건설공사,2020/10/06 11:29,2020/10/06 14:00:00,2020/10/13 14:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[강원도],205109090,225620000,5726398
20201001750-00,공사,0040,전문소방시설공사업,산림인접마을 비상소화장치 설치공사(고성),강원도,강원도,건설공사,2020/10/06 11:22,2020/10/06 14:00:00,2020/10/13 14:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[강원도],448681818,493550000,12526497
20201002206-00,공사,0040,전문소방시설공사업,어달항 어촌뉴딜300사업 소방공사,한국농어촌공사 강원지역본부 강릉지사,한국농어촌공사 강원지역본부 강릉지사,건설공사,2020/10/06 10:07,2020/10/06 17:00:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[강원도 동해시],63700000,70070000,0
20201002120-00,공사,0040,전문소방시설공사업,목포중앙고등학교 방화구획 설치 공사,전라남도교육청 목포중앙고등학교,전라남도교육청 목포중앙고등학교,건설공사,2020/10/06 09:52,2020/10/06 10:00:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[전라남도 목포시],47218182,51940000,0
20201002051-00,공사,0040,전문소방시설공사업,대구성서초등학교 외 1교(효명초) 승강기 증축 소방시설공사,대구광역시교육청 대구광역시남부교육지원청,대구광역시교육청 대구광역시남부교육지원청,건설공사,2020/10/06 09:12,2020/10/07 10:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[대구광역시],21054545,23160000,0
20201001743-00,공사,0040,전문소방시설공사업,거제4동 복합센터 건립공사(소방),부산광역시 연제구,부산광역시 연제구,건설공사,2020/10/05 18:21,2020/10/06 09:00:00,2020/10/13 14:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[부산광역시],167194545,183914000,11185669
20201001566-00,공사,0040,전문소방시설공사업,한국소방마이스터고 성실관 보수 소방설비공사[긴급],강원도교육청 강원도영월교육지원청,강원도교육청 강원도영월교육지원청,건설공사,2020/10/05 18:13,2020/10/07 10:00:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[강원도],169439091,186383000,10608675
20201001682-00,공사,0040,전문소방시설공사업,대학본부 등 8개동 노후 소방설비 보수공사,전남대학교,전남대학교,건설공사,2020/10/05 18:01,2020/10/07 09:00:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[광주광역시],87586364,96345000,0
20201001558-00,공사,0040,전문소방시설공사업,고대도 해양문화관광조성(2차-건축) 소방공사,충청남도 보령시,충청남도 보령시,건설공사,2020/10/05 17:27,2020/10/06 10:00:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[충청남도 보령시],25430909,27974000,0
20201001128-00,공사,0040,전문소방시설공사업,경상북도교육청 본관동 2층 현관 증축 소방공사,경상북도교육청,경상북도교육청,건설공사,2020/10/05 17:24,2020/10/06 10:00:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경상북도 안동시],44040000,48444000,0
20201001491-00,공사,0040,전문소방시설공사업,이천 영월암 마애여래입상 소방시설 설치공사,경기도 이천시,경기도 이천시,건설공사,2020/10/05 17:09,2020/10/06 16:00:00,2020/10/13 16:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경기도],250541820,275596000,7836981
20201001461-00,공사,0040,전문소방시설공사업,구포시장 공영주차장 증축 소방공사,부산광역시 북구,부산광역시 북구,건설공사,2020/10/05 16:59,2020/10/08 09:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[부산광역시],456963636,502660000,33445788
20201001388-00,공사,0040,전문소방시설공사업,고성군 음식물류폐기물 처리시설 설치공사(소방),강원도 고성군,강원도 고성군,건설공사,2020/10/05 16:38,2020/10/06 18:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[강원도 고성군],31270000,34397000,0
20201001358-00,공사,0040,전문소방시설공사업,포은고등학교 방화스크린 설치 소방(전기)공사 견적제출 공고,경상북도교육청 경상북도경주교육지원청,경상북도교육청 경상북도경주교육지원청,건설공사,2020/10/05 16:36,2020/10/05 17:00:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경상북도 영천시],39350000,43285000,0
20201000696-00,공사,0040,전문소방시설공사업,소방시설(2020년 상반기 소방점검 지적사항) 보수공사,서울특별시농수산식품공사,서울특별시농수산식품공사,건설공사,2020/10/05 16:25,2020/10/06 10:00:00,2020/10/14 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[서울특별시],23498181,25848000,0
20201000073-00,공사,0040,전문소방시설공사업,미단경로당 건립공사(소방),인천광역시 중구,인천광역시 중구,건설공사,2020/10/05 14:29,2020/10/06 12:00:00,2020/10/12 12:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[인천광역시 중구]  [인천광역시 동구]  [인천광역시 남구]  [인천광역시 미추홀구]  [인천광역시 연수구]  [인천광역시 남동구]  [인천광역시 부평구]  [인천광역시 계양구]  [인천광역시 서구],47700000,52470000,0
20201000795-00,공사,0040,전문소방시설공사업,서문시장 4지구 주변 소방시설 복구공사 전자입찰 공고(긴급),대구광역시 중구,대구광역시 중구,건설공사,2020/10/05 14:05,2020/10/07 10:00:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,공고서 참조,,633600000,696960000,50077190
20201000141-00,공사,0040,전문소방시설공사업,석계초등학교 특별교실 증축 소방공사 견적제출 공고,경상북도교육청 경상북도경주교육지원청,경상북도교육청 경상북도경주교육지원청,건설공사,2020/10/05 13:42,2020/10/05 17:00:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경상북도 경주시],15427273,16970000,0
20201000373-00,공사,0040,전문소방시설공사업,벌곡면 조동분교 지역특화 플랫폼 조성사업(소방),충청남도 논산시,충청남도 논산시,건설공사,2020/10/05 10:13,2020/10/08 14:00:00,2020/10/13 14:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[충청남도 논산시],158909091,174800000,0
20201000110-01,공사,0040,전문소방시설공사업,천안TMR 공장신축 소방공사,천안티엠알영농조합,천안티엠알영농조합,건설공사,2020/10/04 14:35,2020/10/05 10:00:00,2020/10/13 11:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[충청남도],253819037,279200000,17130563
20200929185-03,공사,0040,전문소방시설공사업,대덕종합사회복지관 스프링클러 설치작업,대덕종합사회복지관,대덕종합사회복지관,건설공사,2020/09/28 18:54,2020/09/28 19:00:00,2020/10/12 15:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[대전광역시],129114114,142025525,3260093
20200929216-00,공사,0040,전문소방시설공사업,항로시설본부(대구) 여직원 휴게실 설치 소방공사,한국공항공사 항로시설본부,한국공항공사 항로시설본부,건설공사,2020/09/28 17:22,2020/10/07 10:00:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[대구광역시],15790600,17369660,0
20200928164-00,공사,0040,전문소방시설공사업,진영스포츠센터 건립공사(소방),경상남도 김해시,경상남도 김해시,건설공사,2020/09/28 10:24,2020/10/05 16:00:00,2020/10/12 16:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,공고서 참조,,643460000,707806000,44659885
20200922044-00,공사,0040,전문소방시설공사업,(가칭)검단1고등학교 신축 소방공사(계속비공사),조달청 인천지방조달청,인천광역시교육청,건설공사,2020/09/22 11:26,2020/10/13 10:00:00,2020/10/15 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,공고서 참조,,1208468000,1282810000,78186911
20201005575-00,공사,0043,전문문화재수리업(조경업),2020년 한양도성 주변 수목 및 담쟁이 정비공사,서울특별시,서울특별시,건설공사,2020/10/08 08:09,2020/10/12 09:00:00,2020/10/14 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[서울특별시],200000000,220000000,13821276
20201005311-00,공사,0043,전문문화재수리업(조경업),2020년 김포장릉 방화선 설치 사업,문화재청 궁능유적본부 조선왕릉서부지구관리소,문화재청 궁능유적본부 조선왕릉서부지구관리소,건설공사,2020/10/07 18:05,2020/10/08 10:00:00,2020/10/14 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,공고서 참조,,27700000,29860600,0
20201005290-00,공사,0043,전문문화재수리업(조경업),2020년 파주 삼릉 방화선 설치 사업,문화재청 궁능유적본부 조선왕릉서부지구관리소,문화재청 궁능유적본부 조선왕릉서부지구관리소,건설공사,2020/10/07 17:56,2020/10/08 10:00:00,2020/10/14 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,공고서 참조,,39531819,42615300,0
20201004025-00,공사,0043,전문문화재수리업(조경업),2020년 화성 융릉과 건릉 방화선 설치 사업,문화재청 궁능유적본부 조선왕릉서부지구관리소,문화재청 궁능유적본부 조선왕릉서부지구관리소,건설공사,2020/10/07 10:21,2020/10/07 12:00:00,2020/10/13 12:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,공고서 참조,,36700000,39562600,0
20201002217-00,공사,0043,전문문화재수리업(조경업),"서오릉(온릉, 소령원 포함) 방화선 설치 사업",문화재청 궁능유적본부 조선왕릉서부지구관리소,문화재청 궁능유적본부 조선왕릉서부지구관리소,건설공사,2020/10/06 10:10,2020/10/06 12:00:00,2020/10/12 12:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,공고서 참조,,80227273,86485000,0
20201001354-00,공사,0043,전문문화재수리업(조경업),2020년 동구릉 방화선 정비 사업,문화재청 궁능유적본부 조선왕릉동부지구관리소,문화재청 궁능유적본부 조선왕릉동부지구관리소,건설공사,2020/10/05 16:44,2020/10/06 10:00:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경기도],95680000,103143040,0
20201000015-00,공사,0043,전문문화재수리업(조경업),2020년 사릉 방화선 및 임내정리 사업,문화재청 궁능유적본부 조선왕릉동부지구관리소,문화재청 궁능유적본부 조선왕릉동부지구관리소,건설공사,2020/10/05 14:22,2020/10/06 10:00:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경기도],28645454,30879800,0
20200930893-00,공사,0043,전문문화재수리업(조경업),2020년 홍유릉 방화선 정비 사업,문화재청 궁능유적본부 조선왕릉동부지구관리소,문화재청 궁능유적본부 조선왕릉동부지구관리소,건설공사,2020/10/05 13:59,2020/10/06 10:00:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경기도],46290000,49900620,0
20200930513-00,공사,0043,전문문화재수리업(조경업),2020년 광릉 방화선 정비 사업,문화재청 궁능유적본부 조선왕릉동부지구관리소,문화재청 궁능유적본부 조선왕릉동부지구관리소,건설공사,2020/10/05 11:06,2020/10/06 10:00:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경기도],25827272,27841800,0
20201006998-00,공사,0049,조경시설물설치공사업,방죽공원 다목적운동장 정비공사,서울특별시 강동구,서울특별시 강동구,건설공사,2020/10/08 19:15,2020/10/08 21:00:00,2020/10/15 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[서울특별시],95363637,104900000,0
20201006908-00,공사,0049,조경시설물설치공사업,시민로 지상변압기 차폐시설 설치공사,전라남도 순천시,전라남도 순천시,건설공사,2020/10/08 18:07,2020/10/13 09:00:00,2020/10/15 12:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[전라남도 순천시],37674545,41442000,0
20201006880-00,공사,0049,조경시설물설치공사업,고삼면 무지개공원 바닥분수 설치사업,경기도 안성시 고삼면,경기도 안성시 고삼면,건설공사,2020/10/08 18:01,2020/10/12 10:00:00,2020/10/15 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경기도 안성시],37282727,41011000,0
20201006825-00,공사,0049,조경시설물설치공사업,점리 특화체험마을 주변 환경정비공사,강원도 삼척시,강원도 삼척시,건설공사,2020/10/08 17:42,2020/10/12 10:00:00,2020/10/15 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[강원도 삼척시],84090910,92500000,0
20201006492-00,공사,0049,조경시설물설치공사업,사회복지법인 인제재단 담장허물기 공사,대구광역시 수성구,대구광역시 수성구,건설공사,2020/10/08 15:41,2020/10/12 10:00:00,2020/10/15 10:30:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[대구광역시],70636364,77700000,0
20201005795-00,공사,0049,조경시설물설치공사업,삼례중앙초 외부환경개선 및 기타공사,전라북도교육청 전라북도완주교육지원청,전라북도교육청 전라북도완주교육지원청,건설공사,2020/10/08 15:24,2020/10/12 10:00:00,2020/10/14 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[전라북도],216731818,238405000,14225471
20201005838-00,공사,0049,조경시설물설치공사업,완산근린공원 보수공사,경상북도 영천시 공원관리사업소,경상북도 영천시 공원관리사업소,건설공사,2020/10/08 14:53,2020/10/09 10:00:00,2020/10/15 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경상북도 영천시],44945455,49440000,0
20201006218-00,공사,0049,조경시설물설치공사업,경부고속철도 복개구간 출입구 설치공사,대구시설공단,대구시설공단,건설공사,2020/10/08 13:54,2020/10/13 10:00:00,2020/10/15 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[대구광역시],46560909,51217000,0
20201006031-00,공사,0049,조경시설물설치공사업,모전 빛테마로드 조성사업,부산광역시 기장군,부산광역시 기장군,건설공사,2020/10/08 11:35,2020/10/09 10:00:00,2020/10/15 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[부산광역시 기장군],53600000,58960000,0
20200917437-00,공사,0049,조경시설물설치공사업,풍영정근린공원 공공정원 조성 사업,광주광역시 광산구,광주광역시 광산구,건설공사,2020/10/07 18:34,2020/10/12 09:00:00,2020/10/14 14:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[광주광역시],77178190,84896000,0
20201005095-00,공사,0049,조경시설물설치공사업,가곡 게이트볼장 및 족구장 정비공사(조경시설),경상남도 밀양시,경상남도 밀양시,건설공사,2020/10/07 17:00,2020/10/12 09:00:00,2020/10/14 12:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경상남도 밀양시],42518182,46770000,0
20201004851-00,공사,0049,조경시설물설치공사업,서서학동 꽃동산 산책로 정비공사,전라북도 전주시 완산구,전라북도 전주시 완산구,건설공사,2020/10/07 16:09,2020/10/12 10:00:00,2020/10/14 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[전라북도 전주시],31270000,34397000,0
20201004452-00,공사,0049,조경시설물설치공사업,온천천 수해복구 공사,충청남도 아산시,충청남도 아산시,건설공사,2020/10/07 15:11,2020/10/07 18:00:00,2020/10/14 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[충청남도 아산시],39636363,43600000,0
20201004110-00,공사,0049,조경시설물설치공사업,"삼양로 139길 외 1개소 보행환경가로 조성사업(토목,조경)-장기계속사업",서울특별시 강북구,서울특별시 강북구,건설공사,2020/10/07 10:52,2020/10/08 10:00:00,2020/10/14 15:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[서울특별시],655351818,720887000,32086153
20201003795-00,공사,0049,조경시설물설치공사업,"4.19로 역사문화거리 조성사업(토목,조경)-장기계속사업",서울특별시 강북구,서울특별시 강북구,건설공사,2020/10/06 22:26,2020/10/07 10:00:00,2020/10/13 15:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[서울특별시],1343843228,1478227550,67505898
20201003557-00,공사,0049,조경시설물설치공사업,2020년 여강길 조성사업,경기도 여주시,경기도 여주시,건설공사,2020/10/06 18:27,2020/10/07 10:00:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경기도],238610000,262471000,5470620
20201003533-00,공사,0049,조경시설물설치공사업,가은역 열차체험시설 설치공사,경상북도 문경시,경상북도 문경시,건설공사,2020/10/06 18:10,2020/10/07 10:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경상북도 문경시],61454546,67600000,0
20201003360-00,공사,0049,조경시설물설치공사업,신릉근린공원 배드민턴장 및 산책로 정비,경기도 용인시,경기도 용인시,건설공사,2020/10/06 17:18,2020/10/07 10:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경기도 용인시],70068646,77075510,0
20201002854-00,공사,0049,조경시설물설치공사업,회화마을 경관개선공사,인천광역시 서구,인천광역시 서구,건설공사,2020/10/06 15:44,2020/10/06 18:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[인천광역시],177140000,194854000,0
20200930521-00,공사,0049,조경시설물설치공사업,최치원 선생 유적지 정비공사,충청남도 홍성군 장곡면,충청남도 홍성군 장곡면,건설공사,2020/10/06 14:25,2020/10/06 17:00:00,2020/10/14 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[충청남도 홍성군],86363637,95000000,0
20201002707-00,공사,0049,조경시설물설치공사업,기장읍 등 공원시설물 정비공사,부산광역시 기장군,부산광역시 기장군,건설공사,2020/10/06 14:06,2020/10/07 10:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[부산광역시 기장군],25285455,27814000,0
20201002365-00,공사,0049,조경시설물설치공사업,영통중앙공원 정비공사(2-1단계),경기도 수원시 영통구,경기도 수원시 영통구,건설공사,2020/10/06 11:01,2020/10/06 14:00:00,2020/10/12 14:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경기도 수원시],89500000,98450000,0
20201002299-00,공사,0049,조경시설물설치공사업,국가하천(낙동강) 내 친수시설물(데크) 보수공사,경상남도 창녕군,경상남도 창녕군,건설공사,2020/10/06 10:35,2020/10/06 14:00:00,2020/10/12 12:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경상남도 창녕군],31036364,34140000,0
